Handle,Title,Vendor,Type,Published,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,product.metafields.custom.artisan,product.metafields.custom.concentration,product.metafields.custom.top_notes,product.metafields.custom.heart_notes,product.metafields.custom.base_notes,Body (HTML)
xerjoff-nio,Nio,Xerjoff,Parfum,TRUE,Title,Default Title,shopify,34,deny,manual,164,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Xerjoff,Parfum,Citrus,Aromatic,Medium,A masterfully crafted EDP fragrance by Xerjoff. Perfect for Unisex seeking a Citrus scent with Medium longevity.
xerjoff-romeo,Romeo,Xerjoff,Parfum,TRUE,Title,Default Title,shopify,35,deny,manual,165,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Xerjoff,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Xerjoff. Perfect for Male seeking a Spicy scent with Strong longevity.
rabanne-phantom,Phantom,Rabanne,Extract,TRUE,Title,Default Title,shopify,36,deny,manual,166,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Aromatic,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Unisex seeking a Aromatic scent with Strong longevity.
rabanne-fame,Fame,Rabanne,Extract,TRUE,Title,Default Title,shopify,37,deny,manual,167,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Floriental,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Female seeking a Floriental scent with Strong longevity.
rabanne-elixir,Elixir,Rabanne,Extract,TRUE,Title,Default Title,shopify,38,deny,manual,168,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Spicy,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Spicy scent with Strong longevity.
rabanne-legend,Legend,Rabanne,Extract,TRUE,Title,Default Title,shopify,39,deny,manual,169,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Spicy,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Spicy scent with Strong longevity.
rabanne-platinum,Platinum,Rabanne,Extract,TRUE,Title,Default Title,shopify,40,deny,manual,170,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Fougere,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Fougere scent with Strong longevity.
rabanne-million,Million,Rabanne,Extract,TRUE,Title,Default Title,shopify,41,deny,manual,171,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Floriental,Aromatic,Medium,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Female seeking a Floriental scent with Medium longevity.
rabanne-toilette,Toilette,Rabanne,Cologne,TRUE,Title,Default Title,shopify,42,deny,manual,172,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Rabanne,Cologne,Spicy,Aromatic,Medium,A masterfully crafted EDT fragrance by Rabanne. Perfect for Male seeking a Spicy scent with Medium longevity.
rabanne-fabulous,Fabulous,Rabanne,Extract,TRUE,Title,Default Title,shopify,43,deny,manual,173,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Spicy,Aromatic,Medium,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Spicy scent with Medium longevity.
rabanne-lucky,Lucky,Rabanne,Extract,TRUE,Title,Default Title,shopify,44,deny,manual,174,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Fruity,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Fruity scent with Strong longevity.
rabanne-prive,Prive,Rabanne,Extract,TRUE,Title,Default Title,shopify,45,deny,manual,175,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Spicy,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Spicy scent with Strong longevity.
rabanne-royal,Royal,Rabanne,Extract,TRUE,Title,Default Title,shopify,46,deny,manual,176,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Woody,Aromatic,Medium,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Woody scent with Medium longevity.
rabanne-legion,Legion,Rabanne,Extract,TRUE,Title,Default Title,shopify,47,deny,manual,177,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Aromatic,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Unisex seeking a Aromatic scent with Strong longevity.
rabanne-homme,Homme,Rabanne,Extract,TRUE,Title,Default Title,shopify,48,deny,manual,178,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Aromatic,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Unisex seeking a Aromatic scent with Strong longevity.
rabanne-xs,XS,Rabanne,Extract,TRUE,Title,Default Title,shopify,49,deny,manual,179,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Spicy,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Male seeking a Spicy scent with Strong longevity.
rabanne-her,Her,Rabanne,Extract,TRUE,Title,Default Title,shopify,50,deny,manual,180,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Rabanne,Extract,Floriental,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Rabanne. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-male,Male,Gaultier,Cologne,TRUE,Title,Default Title,shopify,51,deny,manual,181,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Spicy,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Male seeking a Spicy scent with Medium longevity.
gaultier-male,Male,Gaultier,Parfum,TRUE,Title,Default Title,shopify,52,deny,manual,182,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Spicy scent with Strong longevity.
gaultier-parfum,Parfum,Gaultier,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,183,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Woody scent with Strong longevity.
gaultier-beau,Beau,Gaultier,Cologne,TRUE,Title,Default Title,shopify,54,deny,manual,184,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Aromatic,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Male seeking a Aromatic scent with Medium longevity.
gaultier-parfum,Parfum,Gaultier,Parfum,TRUE,Title,Default Title,shopify,55,deny,manual,185,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Amber,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Amber scent with Strong longevity.
gaultier-garden,Garden,Gaultier,Parfum,TRUE,Title,Default Title,shopify,56,deny,manual,186,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Watery,Aromatic,Medium,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Watery scent with Medium longevity.
gaultier-navy,Navy,Gaultier,Cologne,TRUE,Title,Default Title,shopify,57,deny,manual,187,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Male seeking a Fougere scent with Medium longevity.
gaultier-edition,Edition,Gaultier,Parfum,TRUE,Title,Default Title,shopify,58,deny,manual,188,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Woody scent with Strong longevity.
gaultier-elixir,Elixir,Gaultier,Parfum,TRUE,Title,Default Title,shopify,59,deny,manual,189,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Fougere,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Fougere scent with Strong longevity.
gaultier-aviator,Aviator,Gaultier,Cologne,TRUE,Title,Default Title,shopify,60,deny,manual,190,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Male seeking a Fougere scent with Medium longevity.
gaultier-collector,Collector,Gaultier,Cologne,TRUE,Title,Default Title,shopify,61,deny,manual,191,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Male seeking a Fougere scent with Medium longevity.
gaultier-board,Board,Gaultier,Cologne,TRUE,Title,Default Title,shopify,62,deny,manual,192,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Male seeking a Fougere scent with Medium longevity.
gaultier-2023,2023,Gaultier,Parfum,TRUE,Title,Default Title,shopify,63,deny,manual,193,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Woody scent with Strong longevity.
gaultier-2024,2024,Gaultier,Parfum,TRUE,Title,Default Title,shopify,64,deny,manual,194,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Male seeking a Woody scent with Strong longevity.
gaultier-classique,Classique,Gaultier,Parfum,TRUE,Title,Default Title,shopify,65,deny,manual,195,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-intense,Intense,Gaultier,Parfum,TRUE,Title,Default Title,shopify,66,deny,manual,196,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-parfum,Parfum,Gaultier,Extract,TRUE,Title,Default Title,shopify,67,deny,manual,197,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Gaultier,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-x,X,Gaultier,Parfum,TRUE,Title,Default Title,shopify,68,deny,manual,198,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-collector,Collector,Gaultier,Parfum,TRUE,Title,Default Title,shopify,69,deny,manual,199,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-parfum,Parfum,Gaultier,Parfum,TRUE,Title,Default Title,shopify,20,deny,manual,200,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-toilette,Toilette,Gaultier,Cologne,TRUE,Title,Default Title,shopify,21,deny,manual,201,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Female seeking a Floral scent with Medium longevity.
gaultier-scandal,Scandal,Gaultier,Parfum,TRUE,Title,Default Title,shopify,22,deny,manual,202,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-night,Night,Gaultier,Parfum,TRUE,Title,Default Title,shopify,23,deny,manual,203,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-paris,Paris,Gaultier,Parfum,TRUE,Title,Default Title,shopify,24,deny,manual,204,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-parfum,Parfum,Gaultier,Extract,TRUE,Title,Default Title,shopify,25,deny,manual,205,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Gaultier,Extract,Floriental,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-intense,Intense,Gaultier,Extract,TRUE,Title,Default Title,shopify,26,deny,manual,206,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Gaultier,Extract,Floriental,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-absolu,Absolu,Gaultier,Extract,TRUE,Title,Default Title,shopify,27,deny,manual,207,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Gaultier,Extract,Floriental,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-parfum,Parfum,Gaultier,Parfum,TRUE,Title,Default Title,shopify,28,deny,manual,208,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Strong longevity.
gaultier-toilette,Toilette,Gaultier,Cologne,TRUE,Title,Default Title,shopify,29,deny,manual,209,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Female seeking a Floriental scent with Medium longevity.
gaultier-classique,Classique,Gaultier,Parfum,TRUE,Title,Default Title,shopify,30,deny,manual,210,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-parfum,Parfum,Gaultier,Extract,TRUE,Title,Default Title,shopify,31,deny,manual,211,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Gaultier,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-parfum,Parfum,Gaultier,Parfum,TRUE,Title,Default Title,shopify,32,deny,manual,212,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-toilette,Toilette,Gaultier,Cologne,TRUE,Title,Default Title,shopify,33,deny,manual,213,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Female seeking a Floral scent with Medium longevity.
gaultier-collector,Collector,Gaultier,Parfum,TRUE,Title,Default Title,shopify,34,deny,manual,214,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-intense,Intense,Gaultier,Parfum,TRUE,Title,Default Title,shopify,35,deny,manual,215,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-x,X,Gaultier,Parfum,TRUE,Title,Default Title,shopify,36,deny,manual,216,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-fraiche,Fraiche,Gaultier,Cologne,TRUE,Title,Default Title,shopify,37,deny,manual,217,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Floral,Aromatic,Light,A masterfully crafted EDT fragrance by Gaultier. Perfect for Female seeking a Floral scent with Light longevity.
gaultier-parfum,Parfum,Gaultier,Parfum,TRUE,Title,Default Title,shopify,38,deny,manual,218,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,Gaultier,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gaultier. Perfect for Female seeking a Floral scent with Strong longevity.
gaultier-toilette,Toilette,Gaultier,Cologne,TRUE,Title,Default Title,shopify,39,deny,manual,219,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Gaultier,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Gaultier. Perfect for Female seeking a Floral scent with Medium longevity.
